Time[s],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],x[ft],y[ft],z[ft],e0[rad],ex[rad],ey[rad],ez[rad]
  3.485000000000e+00, -1.461062527250e-15,  0.000000000000e+00,  8.824389689346e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.412569617550e-15,  0.000000000000e+00, -1.827726234654e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.490000000000e+00, -1.466237160427e-15,  0.000000000000e+00,  8.832022790076e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.419887863102e-15,  0.000000000000e+00, -1.827284824282e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.495000000000e+00, -1.471420590828e-15,  0.000000000000e+00,  8.839641524058e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.427232003817e-15,  0.000000000000e+00, -1.826843032615e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.500000000000e+00, -1.476612809535e-15,  0.000000000000e+00,  8.847245905853e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.434602083658e-15,  0.000000000000e+00, -1.826400860369e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.505000000000e+00, -1.481813807610e-15,  0.000000000000e+00,  8.854835950062e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.441998146544e-15,  0.000000000000e+00, -1.825958308263e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.510000000000e+00, -1.487023576088e-15,  0.000000000000e+00,  8.862411671324e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.449420236351e-15,  0.000000000000e+00, -1.825515377013e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.515000000000e+00, -1.492242105982e-15,  0.000000000000e+00,  8.869973084319e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.456868396908e-15,  0.000000000000e+00, -1.825072067334e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.520000000000e+00, -1.497469388280e-15,  0.000000000000e+00,  8.877520203767e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.464342671998e-15,  0.000000000000e+00, -1.824628379943e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.525000000000e+00, -1.502705413944e-15,  0.000000000000e+00,  8.885053044426e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.471843105363e-15,  0.000000000000e+00, -1.824184315552e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.530000000000e+00, -1.507950173917e-15,  0.000000000000e+00,  8.892571621091e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.479369740695e-15,  0.000000000000e+00, -1.823739874876e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.535000000000e+00, -1.513203659115e-15,  0.000000000000e+00,  8.900075948598e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.486922621644e-15,  0.000000000000e+00, -1.823295058627e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.540000000000e+00, -1.518465860431e-15,  0.000000000000e+00,  8.907566041819e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.494501791813e-15,  0.000000000000e+00, -1.822849867518e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.545000000000e+00, -1.523736768736e-15,  0.000000000000e+00,  8.915041915665e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.502107294760e-15,  0.000000000000e+00, -1.822404302260e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.550000000000e+00, -1.529016374878e-15,  0.000000000000e+00,  8.922503585084e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.509739173997e-15,  0.000000000000e+00, -1.821958363563e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.555000000000e+00, -1.534304669681e-15,  0.000000000000e+00,  8.929951065062e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.517397472990e-15,  0.000000000000e+00, -1.821512052138e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.560000000000e+00, -1.539601643948e-15,  0.000000000000e+00,  8.937384370621e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.525082235159e-15,  0.000000000000e+00, -1.821065368693e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.565000000000e+00, -1.544907288458e-15,  0.000000000000e+00,  8.944803516819e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.532793503880e-15,  0.000000000000e+00, -1.820618313937e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.570000000000e+00, -1.550221593969e-15,  0.000000000000e+00,  8.952208518753e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.540531322479e-15,  0.000000000000e+00, -1.820170888577e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.575000000000e+00, -1.555544551216e-15,  0.000000000000e+00,  8.959599391552e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.548295734239e-15,  0.000000000000e+00, -1.819723093321e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.580000000000e+00, -1.560876150914e-15,  0.000000000000e+00,  8.966976150384e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.556086782395e-15,  0.000000000000e+00, -1.819274928873e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.585000000000e+00, -1.566216383752e-15,  0.000000000000e+00,  8.974338810452e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.563904510137e-15,  0.000000000000e+00, -1.818826395941e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.590000000000e+00, -1.571565240403e-15,  0.000000000000e+00,  8.981687386993e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.571748960606e-15,  0.000000000000e+00, -1.818377495227e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.595000000000e+00, -1.576922711514e-15,  0.000000000000e+00,  8.989021895281e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.579620176898e-15,  0.000000000000e+00, -1.817928227436e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.600000000000e+00, -1.582288787713e-15,  0.000000000000e+00,  8.996342350622e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.587518202063e-15,  0.000000000000e+00, -1.817478593272e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.605000000000e+00, -1.587663459607e-15,  0.000000000000e+00,  9.003648768358e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.595443079101e-15,  0.000000000000e+00, -1.817028593435e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.610000000000e+00, -1.593046717782e-15,  0.000000000000e+00,  9.010941163866e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.603394850969e-15,  0.000000000000e+00, -1.816578228629e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.615000000000e+00, -1.598438552801e-15,  0.000000000000e+00,  9.018219552555e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.611373560574e-15,  0.000000000000e+00, -1.816127499552e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.620000000000e+00, -1.603838955210e-15,  0.000000000000e+00,  9.025483949868e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.619379250776e-15,  0.000000000000e+00, -1.815676406907e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.625000000000e+00, -1.609247915533e-15,  0.000000000000e+00,  9.032734371283e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.627411964389e-15,  0.000000000000e+00, -1.815224951390e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.630000000000e+00, -1.614665424273e-15,  0.000000000000e+00,  9.039970832308e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.635471744179e-15,  0.000000000000e+00, -1.814773133702e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.635000000000e+00, -1.620091471914e-15,  0.000000000000e+00,  9.047193348486e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.643558632863e-15,  0.000000000000e+00, -1.814320954539e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.640000000000e+00, -1.625526048919e-15,  0.000000000000e+00,  9.054401935392e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.651672673114e-15,  0.000000000000e+00, -1.813868414599e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.645000000000e+00, -1.630969145733e-15,  0.000000000000e+00,  9.061596608633e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.659813907552e-15,  0.000000000000e+00, -1.813415514578e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.650000000000e+00, -1.636420752781e-15,  0.000000000000e+00,  9.068777383848e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.667982378755e-15,  0.000000000000e+00, -1.812962255170e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.655000000000e+00, -1.641880860467e-15,  0.000000000000e+00,  9.075944276708e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.676178129248e-15,  0.000000000000e+00, -1.812508637071e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.660000000000e+00, -1.647349459177e-15,  0.000000000000e+00,  9.083097302914e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.684401201511e-15,  0.000000000000e+00, -1.812054660974e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.665000000000e+00, -1.652826539279e-15,  0.000000000000e+00,  9.090236478201e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.692651637975e-15,  0.000000000000e+00, -1.811600327571e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.670000000000e+00, -1.658312091119e-15,  0.000000000000e+00,  9.097361818332e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.700929481023e-15,  0.000000000000e+00, -1.811145637556e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.675000000000e+00, -1.663806105028e-15,  0.000000000000e+00,  9.104473339102e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.709234772990e-15,  0.000000000000e+00, -1.810690591620e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.680000000000e+00, -1.669308571316e-15,  0.000000000000e+00,  9.111571056336e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.717567556161e-15,  0.000000000000e+00, -1.810235190453e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.685000000000e+00, -1.674819480274e-15,  0.000000000000e+00,  9.118654985889e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.725927872774e-15,  0.000000000000e+00, -1.809779434744e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.690000000000e+00, -1.680338822178e-15,  0.000000000000e+00,  9.125725143645e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.734315765019e-15,  0.000000000000e+00, -1.809323325183e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.695000000000e+00, -1.685866587283e-15,  0.000000000000e+00,  9.132781545520e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.742731275035e-15,  0.000000000000e+00, -1.808866862459e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.700000000000e+00, -1.691402765827e-15,  0.000000000000e+00,  9.139824207457e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.751174444914e-15,  0.000000000000e+00, -1.808410047258e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.705000000000e+00, -1.696947348031e-15,  0.000000000000e+00,  9.146853145428e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.759645316699e-15,  0.000000000000e+00, -1.807952880267e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.710000000000e+00, -1.702500324095e-15,  0.000000000000e+00,  9.153868375435e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.768143932384e-15,  0.000000000000e+00, -1.807495362172e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.715000000000e+00, -1.708061684207e-15,  0.000000000000e+00,  9.160869913509e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.776670333913e-15,  0.000000000000e+00, -1.807037493658e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.720000000000e+00, -1.713631418534e-15,  0.000000000000e+00,  9.167857775706e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.785224563183e-15,  0.000000000000e+00, -1.806579275408e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.725000000000e+00, -1.719209517226e-15,  0.000000000000e+00,  9.174831978114e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.793806662039e-15,  0.000000000000e+00, -1.806120708108e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.730000000000e+00, -1.724795970417e-15,  0.000000000000e+00,  9.181792536846e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.802416672279e-15,  0.000000000000e+00, -1.805661792438e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.735000000000e+00, -1.730390768225e-15,  0.000000000000e+00,  9.188739468044e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.811054635651e-15,  0.000000000000e+00, -1.805202529081e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.740000000000e+00, -1.735993900749e-15,  0.000000000000e+00,  9.195672787875e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.819720593853e-15,  0.000000000000e+00, -1.804742918718e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.745000000000e+00, -1.741605358074e-15,  0.000000000000e+00,  9.202592512536e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.828414588533e-15,  0.000000000000e+00, -1.804282962029e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.750000000000e+00, -1.747225130266e-15,  0.000000000000e+00,  9.209498658248e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.837136661292e-15,  0.000000000000e+00, -1.803822659693e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.755000000000e+00, -1.752853207377e-15,  0.000000000000e+00,  9.216391241261e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.845886853677e-15,  0.000000000000e+00, -1.803362012389e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.760000000000e+00, -1.758489579443e-15,  0.000000000000e+00,  9.223270277848e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.854665207190e-15,  0.000000000000e+00, -1.802901020795e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.765000000000e+00, -1.764134236483e-15,  0.000000000000e+00,  9.230135784311e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.863471763280e-15,  0.000000000000e+00, -1.802439685587e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.770000000000e+00, -1.769787168500e-15,  0.000000000000e+00,  9.236987776975e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.872306563347e-15,  0.000000000000e+00, -1.801978007442e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.775000000000e+00, -1.775448365482e-15,  0.000000000000e+00,  9.243826272193e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.881169648740e-15,  0.000000000000e+00, -1.801515987034e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.780000000000e+00, -1.781117817403e-15,  0.000000000000e+00,  9.250651286342e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.890061060760e-15,  0.000000000000e+00, -1.801053625039e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.785000000000e+00, -1.786795514219e-15,  0.000000000000e+00,  9.257462835822e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.898980840656e-15,  0.000000000000e+00, -1.800590922130e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.790000000000e+00, -1.792481445873e-15,  0.000000000000e+00,  9.264260937061e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.907929029627e-15,  0.000000000000e+00, -1.800127878980e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.795000000000e+00, -1.798175602293e-15,  0.000000000000e+00,  9.271045606510e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.916905668822e-15,  0.000000000000e+00, -1.799664496260e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.800000000000e+00, -1.803877973391e-15,  0.000000000000e+00,  9.277816860644e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.925910799341e-15,  0.000000000000e+00, -1.799200774642e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.805000000000e+00, -1.809588549064e-15,  0.000000000000e+00,  9.284574715961e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.934944462231e-15,  0.000000000000e+00, -1.798736714797e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.810000000000e+00, -1.815307319197e-15,  0.000000000000e+00,  9.291319188985e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.944006698489e-15,  0.000000000000e+00, -1.798272317394e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.815000000000e+00, -1.821034273658e-15,  0.000000000000e+00,  9.298050296261e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.953097549063e-15,  0.000000000000e+00, -1.797807583101e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.820000000000e+00, -1.826769402303e-15,  0.000000000000e+00,  9.304768054359e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.962217054849e-15,  0.000000000000e+00, -1.797342512587e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.825000000000e+00, -1.832512694972e-15,  0.000000000000e+00,  9.311472479871e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.971365256693e-15,  0.000000000000e+00, -1.796877106518e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.830000000000e+00, -1.838264141491e-15,  0.000000000000e+00,  9.318163589412e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.980542195389e-15,  0.000000000000e+00, -1.796411365561e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.835000000000e+00, -1.844023731675e-15,  0.000000000000e+00,  9.324841399619e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.989747911680e-15,  0.000000000000e+00, -1.795945290381e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.840000000000e+00, -1.849791455323e-15,  0.000000000000e+00,  9.331505927152e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -1.998982446261e-15,  0.000000000000e+00, -1.795478881642e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.845000000000e+00, -1.855567302221e-15,  0.000000000000e+00,  9.338157188692e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.008245839772e-15,  0.000000000000e+00, -1.795012140009e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.850000000000e+00, -1.861351262141e-15,  0.000000000000e+00,  9.344795200944e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.017538132805e-15,  0.000000000000e+00, -1.794545066144e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.855000000000e+00, -1.867143324844e-15,  0.000000000000e+00,  9.351419980631e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.026859365898e-15,  0.000000000000e+00, -1.794077660709e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.860000000000e+00, -1.872943480077e-15,  0.000000000000e+00,  9.358031544499e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.036209579541e-15,  0.000000000000e+00, -1.793609924366e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.865000000000e+00, -1.878751717572e-15,  0.000000000000e+00,  9.364629909316e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.045588814170e-15,  0.000000000000e+00, -1.793141857775e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.870000000000e+00, -1.884568027051e-15,  0.000000000000e+00,  9.371215091870e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.054997110170e-15,  0.000000000000e+00, -1.792673461595e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.875000000000e+00, -1.890392398222e-15,  0.000000000000e+00,  9.377787108969e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.064434507876e-15,  0.000000000000e+00, -1.792204736485e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.880000000000e+00, -1.896224820782e-15,  0.000000000000e+00,  9.384345977441e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.073901047571e-15,  0.000000000000e+00, -1.791735683103e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.885000000000e+00, -1.902065284415e-15,  0.000000000000e+00,  9.390891714136e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.083396769486e-15,  0.000000000000e+00, -1.791266302106e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.890000000000e+00, -1.907913778791e-15,  0.000000000000e+00,  9.397424335921e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.092921713800e-15,  0.000000000000e+00, -1.790796594151e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.895000000000e+00, -1.913770293570e-15,  0.000000000000e+00,  9.403943859686e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.102475920641e-15,  0.000000000000e+00, -1.790326559891e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.900000000000e+00, -1.919634818401e-15,  0.000000000000e+00,  9.410450302338e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.112059430086e-15,  0.000000000000e+00, -1.789856199983e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.905000000000e+00, -1.925507342919e-15,  0.000000000000e+00,  9.416943680803e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.121672282158e-15,  0.000000000000e+00, -1.789385515079e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.910000000000e+00, -1.931387856749e-15,  0.000000000000e+00,  9.423424012027e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.131314516830e-15,  0.000000000000e+00, -1.788914505832e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.915000000000e+00, -1.937276349504e-15,  0.000000000000e+00,  9.429891312975e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.140986174024e-15,  0.000000000000e+00, -1.788443172895e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.920000000000e+00, -1.943172810785e-15,  0.000000000000e+00,  9.436345600629e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.150687293606e-15,  0.000000000000e+00, -1.787971516918e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.925000000000e+00, -1.949077230183e-15,  0.000000000000e+00,  9.442786891990e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.160417915395e-15,  0.000000000000e+00, -1.787499538551e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.930000000000e+00, -1.954989597277e-15,  0.000000000000e+00,  9.449215204077e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00, -2.170178079154e-15,  0.000000000000e+00, -1.787027238445e+03,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
